input_study,input_dataset,input_version,input_variable,output_study,output_dataset,output_version,output_variable
scp,p_2021_1,2021_1,pgmode,scp,hgen,2021_1,hghmode
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hghinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgi1hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgi2hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgi3hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgi4hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgi5hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgi6hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgi7hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgi8hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgi9hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgi10hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgi11hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgi12hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgi13hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgi14hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgi15hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_1,hgfhinc
scp,p_2021_1,2021_1,interviewdatum,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbmnth01,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbmnth02,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbmnth03,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbmnth04,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbmnth05,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbmnth06,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbmnth07,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbmnth08,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbmnth09,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbmnth10,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbmnth11,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbmnth12,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbyear01,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbyear02,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbyear03,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbyear04,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbyear05,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbyear06,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbyear07,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbyear08,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbyear09,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbyear10,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbyear11,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpbyear12,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpname01,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpname02,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpname03,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpname04,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpname05,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpname06,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpname07,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpname08,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpname09,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpname10,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpname11,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,hpname12,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,phhsize,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,phhage01,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,phhage02,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,phhage03,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,pbirthmnth,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,pbirthyear,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,pgmode,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,pcohab,scp,hgen,2021_1,hghhsize
scp,p_2021_1,2021_1,interviewdatum,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbmnth01,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbmnth02,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbmnth03,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbmnth04,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbmnth05,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbmnth06,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbmnth07,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbmnth08,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbmnth09,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbmnth10,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbmnth11,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbmnth12,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbyear01,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbyear02,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbyear03,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbyear04,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbyear05,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbyear06,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbyear07,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbyear08,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbyear09,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbyear10,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbyear11,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpbyear12,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpname01,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpname02,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpname03,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpname04,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpname05,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpname06,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpname07,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpname08,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpname09,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpname10,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpname11,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,hpname12,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,phhsize,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,phhage01,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,phhage02,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,phhage03,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,pbirthmnth,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,pbirthyear,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,pgmode,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,pcohab,scp,hgen,2021_1,hghhage01
scp,p_2021_1,2021_1,interviewdatum,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbmnth01,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbmnth02,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbmnth03,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbmnth04,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbmnth05,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbmnth06,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbmnth07,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbmnth08,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbmnth09,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbmnth10,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbmnth11,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbmnth12,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbyear01,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbyear02,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbyear03,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbyear04,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbyear05,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbyear06,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbyear07,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbyear08,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbyear09,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbyear10,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbyear11,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpbyear12,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpname01,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpname02,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpname03,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpname04,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpname05,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpname06,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpname07,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpname08,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpname09,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpname10,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpname11,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,hpname12,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,phhsize,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,phhage01,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,phhage02,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,phhage03,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,pbirthmnth,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,pbirthyear,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,pgmode,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,pcohab,scp,hgen,2021_1,hghhage02
scp,p_2021_1,2021_1,interviewdatum,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbmnth01,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbmnth02,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbmnth03,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbmnth04,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbmnth05,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbmnth06,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbmnth07,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbmnth08,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbmnth09,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbmnth10,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbmnth11,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbmnth12,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbyear01,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbyear02,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbyear03,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbyear04,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbyear05,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbyear06,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbyear07,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbyear08,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbyear09,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbyear10,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbyear11,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpbyear12,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpname01,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpname02,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpname03,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpname04,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpname05,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpname06,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpname07,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpname08,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpname09,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpname10,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpname11,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,hpname12,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,phhsize,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,phhage01,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,phhage02,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,phhage03,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,pbirthmnth,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,pbirthyear,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,pgmode,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,pcohab,scp,hgen,2021_1,hghhage03
scp,p_2021_1,2021_1,interviewdatum,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth01,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth02,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth03,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth04,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth05,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth06,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth07,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth08,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth09,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth10,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth11,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth12,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear01,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear02,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear03,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear04,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear05,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear06,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear07,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear08,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear09,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear10,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear11,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear12,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpname01,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpname02,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpname03,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpname04,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpname05,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpname06,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpname07,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpname08,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpname09,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpname10,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpname11,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,hpname12,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,phhsize,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,phhage01,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,phhage02,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,phhage03,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,pbirthmnth,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,pbirthyear,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,pgmode,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,pcohab,scp,hgen,2021_1,hghhsize_flag
scp,p_2021_1,2021_1,interviewdatum,scp,hgen,2021_2,hghmonth
scp,p_2021_1,2021_1,interviewdatum,scp,hgen,2021_2,iyear
scp,p_2021_1,2021_1,pgmode,scp,hgen,2021_2,hghmode
scp,p_2021_2,2021_2,interviewdatum,scp,hgen,2021_2,hghmonth
scp,p_2021_2,2021_2,interviewdatum,scp,hgen,2021_2,iyear
scp,p_2021_2,2021_2,pgmode,scp,hgen,2021_2,hghmode
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgsize
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgi1size
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgi2size
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgi3size
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgi4size
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgi5size
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgi6size
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgi7size
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgi8size
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgi9size
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgi10size
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgi11size
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgi12size
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgi13size
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgi14size
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgi15size
scp,h_2021_2,2021_2,hflatsize,scp,hgen,2021_2,hgfsize
scp,h_2021_2,2021_2,htenancy,scp,hgen,2021_2,hgowner_scp
scp,h_2021_2,2021_2,hdorm01,scp,hgen,2021_2,hgowner_scp
scp,p_2021_1,2021_1,phhtyp,scp,hgen,2021_2,hgowner_scp
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hghinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgi1hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgi2hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgi3hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgi4hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgi5hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgi6hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgi7hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgi8hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgi9hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgi10hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgi11hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgi12hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgi13hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgi14hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgi15hinc
scp,p_2021_1,2021_1,phhincnet,scp,hgen,2021_2,hgfhinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hghinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgi1hinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgi2hinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgi3hinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgi4hinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgi5hinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgi6hinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgi7hinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgi8hinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgi9hinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgi10hinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgi11hinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgi12hinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgi13hinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgi14hinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgi15hinc
scp,h_2021_2,2021_2,hhhincnet,scp,hgen,2021_2,hgfhinc
scp,p_2021_1,2021_1,interviewdatum,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbmnth01,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbmnth02,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbmnth03,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbmnth04,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbmnth05,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbmnth06,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbmnth07,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbmnth08,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbmnth09,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbmnth10,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbmnth11,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbmnth12,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbyear01,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbyear02,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbyear03,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbyear04,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbyear05,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbyear06,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbyear07,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbyear08,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbyear09,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbyear10,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbyear11,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpbyear12,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpname01,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpname02,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpname03,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpname04,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpname05,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpname06,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpname07,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpname08,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpname09,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpname10,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpname11,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,hpname12,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,phhsize,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,phhage01,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,phhage02,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,phhage03,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,pbirthmnth,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,pbirthyear,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,pgmode,scp,hgen,2021_2,hghhsize
scp,p_2021_1,2021_1,pcohab,scp,hgen,2021_2,hghhsize
